City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,kununurra,-15.7667,128.7333,26.99,94,86,1.03,AU,1702490603
278,coahuayana de hidalgo,18.7,-103.6583,30.99,37,99,0.78,MX,1702490603
279,llanes,43.4198,-4.7549,11.59,80,91,9.43,ES,1702490604
280,puerto deseado,-47.7503,-65.8938,15.92,48,43,6.06,AR,1702490604
281,badiyah,22.45,58.8,19.83,55,65,2.34,OM,1702490605
282,ola,59.5833,151.2833,-11.71,79,100,5.29,RU,1702490605
283,broken hill,-31.95,141.4333,21.42,40,0,4.3,AU,1702490606
284,cherdyn',60.403,56.4787,-17.69,82,100,4.43,RU,1702490606
285,nouadhibou,20.931,-17.0347,24.99,38,55,4.12,MR,1702490607
286,nixa,37.0434,-93.2944,12.92,49,100,2.24,US,1702490607
287,westport,41.1415,-73.3579,8.38,43,0,6.69,US,1702490503
288,maumelle,34.8668,-92.4043,15.06,41,100,0.89,US,1702490608
289,balabac,7.9868,117.0645,27.84,80,27,6.11,PH,1702490609
290,bella vista,36.4295,-94.2316,16.29,39,0,5.66,US,1702490609
291,lihue,21.9789,-159.3672,23.58,89,100,10.8,US,1702490610
292,gadzhiyevo,69.2551,33.3362,-17.88,100,90,4.11,RU,1702490610
293,quellon,-43.1167,-73.6167,13.5,59,100,1.27,CL,1702490611
294,shira,54.4911,89.9531,-31.63,96,44,1.06,RU,1702490612
295,mount gambier,-37.8333,140.7667,14.65,88,92,4.26,AU,1702490612
296,buala,-8.145,159.5921,25.8,85,57,0.36,SB,1702490613
297,happy valley-goose bay,53.3168,-60.3315,-5.83,73,20,3.09,CA,1702490423
298,pelotas,-31.7719,-52.3425,27.01,88,100,2.57,BR,1702490613
299,holualoa,19.6228,-155.9522,21.91,76,40,2.06,US,1702490614
300,mili,6.0815,171.735,27.86,83,100,10.23,MH,1702490614
301,port augusta,-32.5,137.7667,19.72,69,0,3.07,AU,1702490615
302,tondano,1.3038,124.9112,21.05,90,94,0.91,ID,1702490615
303,wenchang,30.904,118.4887,10.8,86,96,0.91,CN,1702490615
304,khovd,48.0056,91.6419,-18.4,68,100,1.65,MN,1702490616
305,thasra,22.8,73.2167,19.97,40,23,3.85,IN,1702490616
306,san antonio de pale,-1.4014,5.6325,27.14,80,83,5.25,GQ,1702490617
307,okha,53.5739,142.9478,-19.23,94,100,9.81,RU,1702490617
308,wuhai,39.6647,106.8122,-3.75,92,100,4.66,CN,1702490618
309,moanda,-1.5575,13.2178,22.98,93,96,1.28,GA,1702490618
310,usogorsk,63.4106,48.6872,-12.96,94,100,3.89,RU,1702490619
311,priozersk,61.0393,30.1291,-0.5,86,100,3.94,RU,1702490619
312,biltine,14.5333,20.9167,23.34,19,16,6.74,TD,1702490620
313,bojnurd,37.4747,57.329,4.97,81,98,2.06,IR,1702490620
314,shendi,16.6915,33.4341,21.33,20,81,5.08,SD,1702490620
315,pikalevo,59.5183,34.1664,-9.04,92,100,4.6,RU,1702490621
316,la punta,-33.1837,-66.3127,30.11,39,19,6.05,AR,1702490621
317,kurtamysh,54.9103,64.4319,-21.36,83,25,4.47,RU,1702490621
318,bonthe,7.5264,-12.505,29.02,65,17,4.06,SL,1702490622
319,urangan,-25.3,152.9,24.11,70,58,3.14,AU,1702490622
320,marfil,21.0,-101.2833,12.97,48,100,1.43,MX,1702490623
321,howard springs,-12.497,131.047,27.95,95,99,2.34,AU,1702490623
322,lospalos,-8.5186,127.0025,23.55,88,100,1.25,TL,1702490623
323,dawei,14.0833,98.2,23.3,85,10,1.58,MM,1702490624
324,northam,51.0333,-4.2167,8.67,79,53,6.25,GB,1702490624
325,ratnagiri,16.9833,73.3,24.37,63,5,2.5,IN,1702490625
326,ploneour-lanvern,47.9,-4.2833,9.18,81,75,5.66,FR,1702490625
327,castillos,-34.1667,-53.8333,25.14,73,100,3.48,UY,1702490625
328,karratha,-20.7377,116.8463,26.68,62,0,5.79,AU,1702490626
329,homer,59.6425,-151.5483,-7.06,76,100,4.12,US,1702490346
330,qamdo,31.1667,97.2333,-7.55,62,82,2.4,CN,1702490626
331,codrington,-38.2667,141.9667,15.71,84,74,7.14,AU,1702490627
332,antsiranana,-12.2787,49.2917,26.56,79,85,4.53,MG,1702490627
333,pamukkale,37.9164,29.1173,11.52,51,51,1.28,TR,1702490627
334,cabo san lucas,22.8909,-109.9124,28.67,52,100,2.64,MX,1702490389
335,belle fourche,44.6714,-103.8522,10.28,33,0,1.12,US,1702490628
336,sao joao da barra,-21.6403,-41.0511,27.05,72,15,4.81,BR,1702490374
337,luderitz,-26.6481,15.1594,17.17,70,0,11.16,NA,1702490628
338,rikaze,29.25,88.8833,-3.98,24,17,1.22,CN,1702490628
339,kokuy,52.2037,117.5529,-34.34,100,25,0.66,RU,1702490629
340,ar rutbah,33.0381,40.2848,12.1,69,39,4.08,IQ,1702490629
341,stantsiya novyy afon,43.0806,40.8383,10.33,85,100,0.83,GE,1702490629
342,kokstad,-30.5472,29.4241,13.19,97,86,1.77,ZA,1702490630
343,mont-tremblant,46.1949,-74.6264,-4.12,80,81,1.03,CA,1702490402
344,kidal,18.4411,1.4078,21.74,14,47,4.09,ML,1702490630
345,newman,37.3138,-121.0208,10.13,49,2,0.89,US,1702490630
346,kailua-kona,19.6406,-155.9956,23.98,76,40,2.06,US,1702490631
347,terra santa,-2.1042,-56.4869,36.54,35,66,2.24,BR,1702490631
348,sirre,8.3167,39.4833,18.59,50,29,4.44,ET,1702490631
349,wabag,-5.4781,143.7021,11.64,97,77,1.5,PG,1702490631
350,bubaque,11.2833,-15.8333,28.08,62,47,5.17,GW,1702490632
351,santa ana,33.7456,-117.8678,19.67,74,0,0.45,US,1702490403
352,al fulah,11.7329,28.3579,22.92,20,98,7.05,SD,1702490632
353,savanna-la-mar,18.219,-78.1332,29.96,56,100,1.14,JM,1702490633
354,vadso,70.0744,29.7487,-8.91,79,75,6.17,NO,1702490633
355,garden city,42.3256,-83.331,3.44,53,75,5.14,US,1702490556
356,aquin,18.2833,-73.4,28.75,58,100,0.76,HT,1702490634
357,kandalaksha,67.162,32.4123,-17.83,98,99,1.34,RU,1702490634
358,tosontsengel,48.7567,98.2839,-25.12,98,100,1.7,MN,1702490635
359,hirara,24.8,125.2833,20.15,88,75,2.06,JP,1702490635
360,faranah,10.0404,-10.7434,27.43,21,1,1.89,GN,1702490635
361,aasiaat,68.7098,-52.8699,-8.34,82,100,7.39,GL,1702490635
362,tbeng meanchey,13.8167,104.9667,24.11,71,73,1.09,KH,1702490636
363,nema,57.5067,50.5011,-14.55,76,100,5.39,RU,1702490636
364,strezhevoy,60.7333,77.5889,-17.24,96,100,4.02,RU,1702490636
365,tura,25.5198,90.2201,13.66,64,0,0.86,IN,1702490516
366,zungeru,9.8128,6.1558,27.29,19,18,1.5,NG,1702490636
367,valparaiso,-33.0393,-71.6273,28.13,53,0,6.17,CL,1702490392
368,olyokminsk,60.3736,120.4264,-25.1,87,100,5.36,RU,1702490637
369,tam ky,15.5667,108.4833,23.72,84,98,1.85,VN,1702490637
370,mahina,-17.5065,-149.489,26.87,78,75,7.2,PF,1702490637
371,nabire,-3.3667,135.4833,25.52,93,100,0.66,ID,1702490638
372,deal,51.2232,1.4043,8.42,89,100,13.31,GB,1702490509
373,fauske,67.2588,15.3918,-3.98,84,15,4.01,NO,1702490638
374,reggane,26.7158,0.1714,20.0,19,31,2.31,DZ,1702490638
375,andratx,39.5755,2.4202,16.91,32,100,6.92,ES,1702490639
376,palmas,-10.2128,-48.3603,32.93,58,75,2.57,BR,1702490639
377,tocopilla,-22.092,-70.1979,21.78,67,92,3.64,CL,1702490639
378,greymouth,-42.4667,171.2,12.76,86,92,3.93,NZ,1702490639
379,stockheim,50.3,11.2667,6.85,94,88,0.7,DE,1702490640
380,shizunai-furukawacho,42.3339,142.3669,-2.05,63,80,8.45,JP,1702490640
381,pumiao,22.75,108.4833,22.22,96,19,1.16,CN,1702490640
382,bel ombre,-4.6167,55.4167,25.91,89,40,0.51,SC,1702490640
383,mount isa,-20.7333,139.5,29.87,51,60,2.57,AU,1702490641
384,shanwei,22.782,115.3475,20.24,80,100,4.16,CN,1702490641
385,karymskoye,51.6167,114.35,-27.15,95,16,1.85,RU,1702490641
386,union city,37.5958,-122.0192,15.27,64,3,0.89,US,1702490448
387,ixtapa,20.7,-105.2,27.57,54,100,0.0,MX,1702490642
388,hereford,52.0568,-2.7148,6.3,85,95,4.67,GB,1702490539
389,nar'yan-mar,67.6713,53.087,-13.66,94,100,4.85,RU,1702490643
390,comodoro rivadavia,-45.8667,-67.5,23.92,22,0,7.72,AR,1702490566
391,hwange,-18.3693,26.5019,23.99,75,93,2.45,ZW,1702490644
392,souillac,-20.5167,57.5167,27.21,83,40,2.06,MU,1702490645
393,kaedi,16.1465,-13.5047,31.32,11,88,4.21,MR,1702490645
394,subaykhan,34.8544,40.6083,14.36,69,39,4.87,SY,1702490646
395,peterhead,57.5058,-1.7981,2.22,71,23,6.51,GB,1702490646
396,las tablas,7.7667,-80.2833,29.63,76,28,6.43,PA,1702490647
397,dakhla,23.6848,-15.958,24.01,50,56,5.14,EH,1702490647
398,hanak,41.2336,42.8472,-0.36,91,100,1.77,TR,1702490648
399,vorkuta,67.5,64.0,-16.46,97,100,3.8,RU,1702490648
400,starozhilovo,54.2254,39.916,-11.22,93,100,5.56,RU,1702490649
401,ribeira brava,32.65,-17.0667,20.4,87,94,5.39,PT,1702490649
402,klaksvik,62.2266,-6.589,7.51,79,100,16.78,FO,1702490649
403,dudinka,69.4058,86.1778,-24.07,94,100,8.05,RU,1702490650
404,la ronge,55.1001,-105.2842,2.14,44,40,3.09,CA,1702490598
405,akureyri,65.6835,-18.0878,7.96,66,75,5.14,IS,1702490650
406,kandyagash,49.4744,57.4233,-13.83,55,100,9.66,KZ,1702490651
407,lucapa,-8.4192,20.7447,20.11,95,67,1.76,AO,1702490651
408,ambositra,-20.5167,47.25,18.2,98,91,1.42,MG,1702490651
409,horta,38.5333,-28.6333,15.8,73,20,5.81,PT,1702490411
410,kasson,44.03,-92.7507,6.1,27,0,6.69,US,1702490520
411,cole harbour,44.6724,-63.4751,4.42,92,75,5.66,CA,1702490652
412,colonia,50.9333,6.95,9.36,84,75,1.54,DE,1702490435
413,duong dong,10.2167,103.9667,25.0,94,40,0.0,VN,1702490653
414,tortosa,40.8125,0.5216,15.69,53,63,16.5,ES,1702490654
415,chibougamau,49.9168,-74.3659,-12.21,79,100,4.63,CA,1702490654
416,mirnyy,62.5353,113.9611,-25.86,94,100,5.39,RU,1702490655
417,forbes,-33.3833,148.0167,21.62,81,42,5.77,AU,1702490655
418,conception bay south,47.4999,-52.9981,3.84,78,35,7.42,CA,1702490656
419,selebi-phikwe,-21.979,27.8498,23.59,65,73,7.95,BW,1702490656
420,odienne,9.51,-7.5692,27.11,18,0,1.72,CI,1702490657
421,sodankyla,67.4167,26.6,-17.5,99,98,0.72,FI,1702490657
422,tommot,58.9564,126.2925,-26.18,91,100,5.12,RU,1702490658
423,sur,22.5667,59.5289,22.88,56,93,3.54,OM,1702490658
424,kitui,-1.367,38.0106,18.58,94,38,0.59,KE,1702490659
425,shizuishan,39.2333,106.7694,-1.38,72,100,6.93,CN,1702490659
426,kibondo,-3.5864,30.7203,16.94,95,75,0.65,TZ,1702490660
427,muromtsevo,56.3724,75.2418,-17.72,82,100,5.6,RU,1702490660
428,kenai,60.5544,-151.2583,-6.59,95,100,2.57,US,1702490660
429,greenville,35.6127,-77.3663,13.41,47,0,2.06,US,1702490408
430,clarence-rockland,45.5501,-75.291,0.27,53,27,5.73,CA,1702490520
431,bechar,31.6167,-2.2167,20.18,28,0,3.6,DZ,1702490662
432,namibe,-15.1961,12.1522,22.7,75,99,4.32,AO,1702490662
433,xunchang,28.4543,104.715,12.5,92,61,0.77,CN,1702490662
434,taungdwingyi,20.0167,95.55,21.94,91,29,2.24,MM,1702490663
435,villa ojo de agua,-29.5,-63.6938,31.45,57,62,6.21,AR,1702490663
436,monrovia,6.3005,-10.7969,29.87,75,16,4.32,LR,1702490663
437,al harithah,30.7186,47.7208,16.98,72,0,7.2,IQ,1702490664
438,munnar,10.1,77.0667,13.72,95,67,1.98,IN,1702490664
439,hastings,50.8552,0.5729,8.32,43,100,11.17,GB,1702490365
440,hammerfest,70.6634,23.6821,-5.75,63,0,3.6,NO,1702490665
441,bac lieu,9.285,105.7244,26.67,77,99,8.15,VN,1702490665
442,chernyshevsk,52.5243,117.0174,-35.23,100,14,0.67,RU,1702490666
443,kokpekty,48.75,82.4,-27.7,88,10,3.46,KZ,1702490667
444,tchintabaraden,15.8969,5.7985,20.65,18,0,4.86,NE,1702490667
445,mukalla,14.5425,49.1242,23.15,76,52,0.93,YE,1702490667
446,camana,-16.6228,-72.7111,22.07,77,100,2.85,PE,1702490667
447,grants pass,42.439,-123.3284,7.13,100,100,0.0,US,1702490669
448,yelizovo,53.1873,158.3805,-5.92,58,75,8.0,RU,1702490669
449,changyon,38.2508,125.0961,4.53,92,100,0.93,KP,1702490670
450,bovalino,38.149,16.174,18.5,51,100,2.17,IT,1702490671
451,ta`u,-14.2336,-169.5144,26.23,87,100,6.32,AS,1702490671
452,barra do corda,-5.5,-45.25,33.26,45,56,1.09,BR,1702490415
453,usinsk,65.9939,57.5281,-14.43,94,100,8.02,RU,1702490672
454,khandyga,62.6667,135.6,-33.01,99,100,0.75,RU,1702490672
455,shinkafi,13.0753,6.5105,21.6,18,2,4.51,NG,1702490672
456,mil'kovo,55.6078,37.7956,-9.76,93,100,5.51,RU,1702490673
457,yemetsk,63.4721,41.7941,-11.22,93,100,3.67,RU,1702490673
458,rawson,-43.3002,-65.1023,27.14,14,1,6.97,AR,1702490465
459,atherton,53.5237,-2.4935,4.38,84,37,2.24,GB,1702490674
460,serdobsk,52.4586,44.2169,-11.16,94,100,6.6,RU,1702490674
461,uchaly,54.2996,59.4521,-25.67,92,100,2.1,RU,1702490675
462,pasuquin,18.3328,120.6177,24.74,78,3,5.23,PH,1702490679
463,vernon,50.2581,-119.2691,4.2,73,88,4.63,CA,1702490680
464,tavda,58.0425,65.2726,-18.5,76,88,4.47,RU,1702490681
465,cimin,39.7101,39.7021,2.04,93,75,0.0,TR,1702490681
466,dokkum,53.3222,5.997,5.56,92,75,8.23,NL,1702490681
467,guerrero negro,27.9769,-114.0611,18.84,64,0,3.16,MX,1702490682
468,hampton bays,40.869,-72.5176,8.3,52,3,7.15,US,1702490405
469,gamba,-2.65,10.0,25.33,88,100,2.19,GA,1702490684
470,yuscaran,13.9333,-86.85,24.58,56,46,5.44,HN,1702490686
471,wakkanai,45.4094,141.6739,-7.17,66,100,8.49,JP,1702490483
472,gulf shores,30.246,-87.7008,16.7,54,0,3.6,US,1702490423
473,barakani,-12.1356,44.4317,27.79,74,59,0.25,KM,1702490687
474,sao felix do xingu,-6.6447,-51.995,32.36,50,58,2.36,BR,1702490687
475,kerikeri,-35.2268,173.9474,12.17,89,48,2.53,NZ,1702490688
476,egilsstadir,65.2653,-14.3948,8.95,66,75,14.4,IS,1702490688
477,port douglas,-16.4833,145.4667,25.93,95,100,16.36,AU,1702490688
478,kamba,11.8486,3.6576,24.73,18,27,3.66,NG,1702490688
479,sitangkai,4.6628,119.3928,27.83,81,92,5.0,PH,1702490689
480,kudahuvadhoo,2.6708,72.8944,28.02,75,40,1.98,MV,1702490689
481,huarmey,-10.0681,-78.1522,24.31,72,32,5.24,PE,1702490690
482,stuttgart,48.7823,9.177,8.2,93,75,2.06,DE,1702490547
483,trevelin,-43.0858,-71.4639,16.71,40,92,3.58,AR,1702490690
484,kumburgaz,41.0211,28.4772,12.95,68,100,5.26,TR,1702490692
485,anton lizardo,19.05,-95.9833,24.56,77,96,5.28,MX,1702490692
486,saint-francois,46.4154,3.9054,7.69,94,75,2.06,FR,1702490692
487,palikir - national government center,6.9248,158.1611,26.41,83,75,2.57,FM,1702490692
488,magadi,12.9667,77.2333,20.09,72,8,3.22,IN,1702490693
489,howrah,22.5892,88.3103,19.0,77,5,0.0,IN,1702490693
490,aitape,-3.1374,142.3475,25.84,89,98,1.91,PG,1702490693
491,baracoa,20.3467,-74.4958,27.41,65,88,6.55,CU,1702490693
492,san pedro de ycuamandiyu,-24.0917,-57.0764,37.84,36,56,3.95,PY,1702490694
493,al bawiti,28.3492,28.8659,15.32,58,0,2.82,EG,1702490694
494,tsiombe,-25.3,45.4833,25.48,83,100,3.5,MG,1702490694
495,taroa,8.7058,171.2275,27.78,83,100,9.66,MH,1702490695
496,karlskrona,56.1616,15.5866,-0.75,89,67,5.66,SE,1702490695
497,kirakira,-10.4544,161.9205,24.84,82,50,3.96,SB,1702490695
498,ulsteinvik,62.3432,5.8487,2.26,81,35,1.79,NO,1702490695
499,edd,13.9297,41.6925,26.12,78,13,4.81,ER,1702490695
500,fort mcmurray,56.7268,-111.381,1.73,44,100,0.0,CA,1702490696
501,bokovskaya,49.229,41.8306,-5.08,93,100,5.72,RU,1702490696
502,sinhyeon,34.8825,128.6267,7.94,72,97,5.2,KR,1702490696
503,coronel suarez,-37.4547,-61.9334,31.99,13,2,2.99,AR,1702490697
504,san rafael del sur,11.8485,-86.4384,30.54,53,3,8.16,NI,1702490697
505,yorkton,51.2167,-102.4677,1.91,64,0,8.23,CA,1702490405
506,pacific grove,36.6177,-121.9166,15.36,66,0,2.68,US,1702490698
507,gargalianoi,37.0667,21.6333,14.09,88,38,3.57,GR,1702490698
508,fond du lac,43.775,-88.4388,3.1,41,20,3.6,US,1702490547
509,oranjemund,-28.55,16.4333,16.27,82,0,6.17,NA,1702490698
510,mamuju,-2.6748,118.8885,26.83,81,100,3.03,ID,1702490698
511,nizhnevartovsk,60.9344,76.5531,-17.77,85,100,3.13,RU,1702490699
512,inirida,3.8653,-67.9239,32.88,57,16,0.73,CO,1702490699
513,tamanrasset,22.785,5.5228,19.95,13,0,1.54,DZ,1702490699
514,yaprakli,40.7579,33.7782,1.96,71,43,1.25,TR,1702490699
515,az zuwaytinah,30.9522,20.1202,19.42,53,3,2.66,LY,1702490700
516,zhangye,38.9342,100.4517,-6.76,59,94,3.72,CN,1702490700
517,quzhou,28.9594,118.8686,12.39,93,30,1.07,CN,1702490701
518,macherla,16.4833,79.4333,21.13,67,6,1.07,IN,1702490701
519,yerofey pavlovich,53.9667,121.9667,-33.06,95,7,1.41,RU,1702490701
520,vila franca do campo,37.7167,-25.4333,16.23,68,81,4.98,PT,1702490702
521,kataba,13.9833,44.3833,15.73,67,39,0.73,YE,1702490702
522,irece,-11.3042,-41.8558,33.74,21,2,5.19,BR,1702490702
523,higuera de zaragoza,25.95,-109.2833,22.96,34,90,1.06,MX,1702490703
524,goure,13.9835,10.2704,19.43,19,2,4.35,NE,1702490703
525,stornoway,58.2093,-6.3865,7.98,87,75,12.35,GB,1702490705
526,beas de segura,38.2524,-2.8888,7.97,77,84,2.47,ES,1702490705
527,tomatlan,19.9333,-105.25,30.26,34,100,1.04,MX,1702490706
528,tafuna,-14.3358,-170.72,26.89,83,98,2.87,AS,1702490706
529,al balyana,26.2357,32.0035,18.12,51,0,3.61,EG,1702490707
530,young,-32.6833,-57.6333,26.8,69,100,3.11,UY,1702490707
531,hongch'on,37.6918,127.8857,5.9,90,99,1.4,KR,1702490594
532,pasaje,-3.3333,-79.8167,31.84,78,63,3.29,EC,1702490709
533,al ghayzah,16.2079,52.176,23.48,65,65,1.65,YE,1702490709
534,hanzhong,33.0728,107.0303,6.79,84,100,1.15,CN,1702490710
535,chengyang,27.0892,119.6453,13.8,97,53,0.63,CN,1702490710
536,jiujiang,29.7333,115.9833,12.65,90,37,1.46,CN,1702490710
537,chonchi,-42.6128,-73.8092,18.4,49,78,0.49,CL,1702490711
538,opuwo,-18.0607,13.84,26.63,22,93,6.62,NA,1702490712
539,xiaoweizhai,26.1903,107.5125,17.33,92,100,4.34,CN,1702490712
540,boaco,12.4722,-85.6586,27.45,69,34,8.73,NI,1702490712
541,roswell,34.0232,-84.3616,14.88,45,0,3.09,US,1702490610
542,onsong,42.9572,129.9933,-7.99,54,98,1.22,KP,1702490713
543,lobez,53.6392,15.6213,1.84,97,100,5.44,PL,1702490713
544,gazi,35.3253,25.0669,18.86,87,20,2.57,GR,1702490714
545,akrehamn,59.2667,5.1833,0.14,69,75,4.12,NO,1702490714
546,undurkhaan,47.3194,110.6556,-20.21,90,100,2.68,MN,1702490715
547,kirkland lake,48.1446,-80.0377,-8.84,62,100,4.12,CA,1702490715
548,hotan,37.0997,79.9269,-0.99,40,99,5.73,CN,1702490716
549,muriti,-1.9833,32.9167,23.66,66,26,3.07,TZ,1702490716
550,dungarvan,52.0881,-7.6253,6.98,96,66,1.34,IE,1702490716
551,izazi,-7.2,35.7333,26.54,62,58,2.48,TZ,1702490718
552,medicine hat,50.0501,-110.6683,7.34,31,20,8.75,CA,1702490719
553,kegen,43.0197,79.2203,-26.45,81,6,2.21,KZ,1702490719
554,whitefish,48.4111,-114.3376,0.0,82,100,2.06,US,1702490719
